Accepted scientific name of species ,Common.Name,Vernacular.Name,Growth.Habit,Duration,Group,Source
Echinochloa crus-galli (L.) P.Beauv.,Barnyard Grass,"Burashama (ben); Sanwak, Samak (hin); Tunde saamaa (npi)",Graminoid,Annual,Monocot,TRY;NRCS
Echinochloa crus-pavonis (Kunth) Schult.,Gulf Cockspur Grass,,Graminoid,Annual,Monocot,NRCS
Echinopsis pachanoi (Britton & Rose) Friedrich & G.D.Rowley,San Pedro Cactus,,Shrub,Perennial,Dicot,DG
Echium vulgare L.,Viper'S Bugloss,,Herb,Annual;Biennial;Pernnial,Dicot,NRCS
Eclipta prostrata (L.) L.,False Daisy,Guntagalaraku (tel),Herb,Annual;Perennial,Dicot,TRY;NRCS
Ehretia microphylla Lam.,Fukien Tea,"Pala (hin); Kattu-vellilai, Kodikarai, Kuruvinchi (tam); Bavanaburei, Bure (tel); Bute (kannada)",Shrub;Tree,Perennial,Dicot,FOI
Ehrharta erecta Lam.,Panic Veldtgrass,,Graminoid,Perennial,Monocot,NRCS
Eichhornia crassipes (Mart.) Solms,Water Hyacinth,"Jal Kumbhi (hin); antara taavare, antaragange (kan); Kabokkang, ?????? Kabokang (mni); Jalakumbhi, Variparni (san); Venkayattamarai (tam); Budaga tamara, Gurra pudekka moka (tel); Kochuripana (ben)",Herb,Perennial,Monocot,TRY;NRCS
Elaeagnus umbellata Thunb.,Autumn Olive,,Shrub,Perennial,Dicot,NRCS
Elatine triandra Schkuhr,Mudwort,,Herb,Annual,Dicot,NRCS
Eleocharis acicularis (L.) Roem. & Schult.,Needle Spikerush,,Graminoid,Annual;Perennial,Monocot,NRCS
Eleocharis atropurpurea (Retz.) J.Presl & C.Presl,Purple Spike-Rush,,Graminoid,Annual,Monocot,NRCS
Eleocharis parishii Britton,Parish'S Spikerush,,Graminoid,Perennial,Monocot,NRCS
Eleocharis quinqueflora (Hartmann) O.Schwarz,Fewflower spikerush,,Graminoid,Perennial,Monocot,NRCS
Elephantopus scaber L.,Elephant Foot,Yedduadugu (tel),Herb,Perennial,Dicot,TRY;NRCS;FOI
Eleutheranthera ruderalis (Sw.) Sch.Bip.,Ogiera,,Herb,Annual,Dicot,TRY;NRCS
Eleutherine bulbosa (Mill.) Urb.,Dayak Onion,,Herb,Perennial,Monocot,TRY;NRCS
Elodea canadensis Michx.,Water Thyme,,Herb,Perennial,Monocot,TRY;NRCS
Emex australis Steinh.,Doublegee,,Herb,Annual,Dicot,NRCS
Emex spinosa (L.) Campd.,Spiny Emex,Aneneggilu (kan); Doddaneggilu (kan),Herb,Annual,Dicot,NRCS
Emilia coccinea (Sims) G.Don,Scarlet tasselflower,,Herb,Annual,Dicot,NRCS
Emilia fosbergii Nicolson,Florida tassel-flower,,Herb,Annual,Dicot,NRCS
Emilia sonchifolia (L.) DC. ex DC.,Purple Sow Thistle,"hirankhuri, kirankuri, hirankuri (hin); sadamandee, panom, undrachi (mar); muyalccevi, mayarcevi (tam); mulshevi, muyalccevi (mal); ili kivi gida, elikivi gida, elikivisoppu, jumki hoo (kan); sadimodi, sachimodi (ben); binj-kudo (ori); bonkapahua (asm); sasasruti, sasasrutih (san); Mula pate, Chaulaane Jhaar (npi)",Herb,Annual,Dicot,TRY;NRCS
Enneapogon persicus Boiss.,,,Graminoid,Perennial,Monocot,TRY;NRCS;FOI
Ensete ventricosum (Welw.) Cheesman,False Banana,,Tree,Perennial,Monocot,NRCS;ALA
Epidendrum radicans Pav. ex Lindl.,Red Crucifix Orchid,,Herb,Perennial,Dicot,NRCS
Epiphyllum hookeri Haw.,Hooker'S Orchid Cactus,,Shrub,Perennial,Dicot,NRCS
Epiphyllum macropterum (Lem.) Britton & Rose,Orchid Cactus,,Epiphyte,Perennial,Dicot,NRCS;DG
Epiphyllum oxypetalum (DC.) Haw.,Orchid Cactus,Nishagandhi (hin); Brahma kamal (urd); Gul-e bakawali (urd); Bethlehempar (lus),Shrub,Perennial,Dicot,NRCS
Epipremnum pinnatum (L.) Engl.,,,Herb;Vine,Perennial,Monocot,NRCS
Episcia cupreata (Hook.) Hanst.,Flame Violet,,Herb,Perennial,Dicot,NRCS
Episcia reptans Mart.,Flame African Violet,,Herb,Perennial,Dicot,NRCS
Eragrostis amabilis (L.) Wight & Arn.,Chinese Lovegrass,Seete-che pohe (mar); Banso (npi); udara gaddi (tel),Graminoid,Annual;Perennial,Monocot,NRCS
Eragrostis atrovirens (Desf.) Trin. ex Steud.,Thalia Lovegrass,,Graminoid,Perennial,Monocot,TRY;NRCS
Eragrostis cilianensis (All.) Janch.,Grey Lovegrass,,Graminoid,Annual,Monocot,TRY;NRCS
Eragrostis curvula (Schrad.) Nees,Weeping Lovegrass,,Graminoid,Perennial,Monocot,TRY;NRCS
Eragrostis papposa (Desf. ex Roem. & Schult.) Steud.,,,Graminoid,Perennial,Monocot,TRY;NRCS
Eragrostis pilosa (L.) P.Beauv.,India Lovegrass,Kadu sanna hullu (kan),Graminoid,Annual,Monocot,NRCS
Eragrostis superba Peyr.,Wilman Lovegrass,,Graminoid,Perennial,Monocot,NRCS
Eragrostis tef (Zucc.) Trotter,Teff,,Graminoid,Annual,Monocot,TRY;NRCS
Ercilla spicata (Vertero) Moq.,,,Vine,Perennial,Dicot,DG
Erechtites valerianifolia (Link ex Wolf) Less. ex DC.,Tropical Burnweed,,Herb,Annual,Dicot,NRCS
Eremochloa ophiuroides (Munro) Hack.,Centipede Grass,,Graminoid,Perennial,Monocot,NRCS
Erica arborea L.,Tree Heather,,Shrub,Perennial,Dicot,NRCS;ALA
Erica caffra L.,"Sweet-Scented Heath, Water Tree Heath",,Shrub,Perennial,Dicot,DG
Erigeron annuus (L.) Pers.,Annual Fleabane,,Herb,Annual,Dicot,TRY;NRCS
Erigeron bonariensis L.,Flaxleaf Fleabane,Buar-zen (lus),Herb,Annual;Biennial,Dicot,TRY;NRCS
Erigeron canadensis L.,Canadian Horseweed,"Jarayupriya, Makshikavisha (san)",Herb,Annual;Biennial,Dicot,TRY;NRCS
Erigeron floribundus (Kunth) Sch.Bip.,,,Herb,Annual;Biennial,Dicot,NRCS
Erigeron karvinskianus DC.,Mexican Fleabane,Thaer chedi (tam); Pottu-poovu (mal),Herb,Perennial,Dicot,TRY;NRCS
Erigeron sublyratus Roxb. ex DC.,Bengal Plants,Sonasali (mar),Herb,Annual,Dicot,FPI
Erigeron sumatrensis Retz.,Tall Fleabane,,Herb,Annual,Dicot,FOI
Eriocaulon cinereum R.Br.,Ashy Pipewort,,Herb,Annual;Perennial,Dicot,NRCS
Eriochloa fatmensis (Hochst. & Steud.) Clayton,Tropical Cupgrass,,Graminoid,Annual,Monocot,TRY;NRCS
Erodium manescavi Coss.,"Manescau Erodium, Heron’S Bill",,Herb,Perennial,Dicot,DG
Erodium moschatum (L.) L'Hér.,Musk Stork'S-Bill,,Herb,Annual;Biennial,Dicot,NRCS
Erophila verna (L.) DC.,Whitlow Grass,,Herb,Annual,Dicot,TRY;NRCS
Eruca vesicaria (L.) Cav.,Garden Rocket,Tara Mira (hin); Rucola (mal); Suffedshorshi (ben); Sarishapa (san),Herb,Annual,Dicot,NRCS
Eryngium foetidum L.,Long Coriander,"Ban dhania (hin); Kaadu kotthambari (kan); Awa phadigom (mni); Bon dhonia (ben); Man-dhania, Jongali memedo (asm); Ban dhania, Bandhana (npi); Bahkhawr (lus)",Herb,Annual;Perennial,Dicot,TRY;NRCS
Erythrina herbacea L.,Coral Bean,,Shrub;Tree,Perennial,Dicot,NRCS
Escallonia bifida Link & Otto,Cloven Gum Box,,Tree,Perennial,Dicot,FPI
Escallonia rubra (Ruiz & Pav.) Pers.,"Escallonia, Redclaws, Red Escallonia",,Shrub,Perennial,Dicot,NRCS
Eschscholzia californica Cham.,California Poppy,,Herb,Annual;Perennial,Dicot,NRCS
Etlingera elatior (Jack) R.M.Sm.,Torch Ginger,,Herb,Perennial,Monocot,NRCS
Eucalyptus alba Reinw. ex Blume,White Gum,,Tree,Perennial,Dicot,TRY;NRCS
Eucalyptus ambigua A.Cunn. ex DC.,"White kunzea, Tick bush",,Tree,Perennial,Dicot,POWO
Eucalyptus amygdalina Labill.,Black Peppermint,Thaila Maram (tam),Tree,Perennial,Dicot,NRCS
Eucalyptus baxteri (Benth.) J.M.Black,Brown Stringybark,,Tree,Perennial,Dicot,NRCS;ALA
Eucalyptus blakelyi Maiden,Blakely'S Red Gum,,Tree,Perennial,Dicot,NRCS;ALA
Eucalyptus bosistoana F.Muell.,Coast Grey Box,Thaila Maram (tam),Tree,Perennial,Dicot,NRCS;ALA
Eucalyptus bridgesiana F.Muell. ex R.T.Baker,Apple Gum,,Tree,Perennial,Dicot,NRCS
Eucalyptus camaldulensis Dehnh.,River Red Gum,,Tree,Perennial,Dicot,TRY;NRCS
Eucalyptus cephalocarpa Blakely,Mealy Stringybark,,Tree,Perennial,Dicot,NRCS;ALA
Eucalyptus cladocalyx F.Muell.,Sugargum,Thaila Maram (tam),Tree,Perennial,Dicot,NRCS
Eucalyptus crebra F.Muell.,Narrow-Leaved Ironbark,Thaila Maram (tam),Tree,Perennial,Dicot,NRCS
Eucalyptus cypellocarpa L.A.S.Johnson,Mountain Grey Gum,,Tree,Perennial,Dicot,NRCS;ALA
Eucalyptus diversicolor F.Muell.,Karri,Thaila Maram (tam),Tree,Perennial,Dicot,NRCS;ALA
Eucalyptus elata Dehnh.,River Peppermint,,Tree,Perennial,Dicot,NRCS;ALA
Eucalyptus eugenioides Sieber ex Spreng.,White Stringybark,Thaila Maram (tam),Tree,Perennial,Dicot,NRCS;ALA
Eucalyptus globulus Labill.,Southern Blue Gum,"Eucali, Yukkalimaram (mal)",Tree,Perennial,Dicot,TRY;NRCS
Eucalyptus leucoxylon F.Muell.,Yellow Gum,Thaila Maram (tam),Tree,Perennial,Dicot,NRCS
Eucalyptus macarthurii H.Deane & Maiden,Camden Woollybutt,Thaila Maram (tam),Tree,Perennial,Dicot,NRCS;ALA
Eucalyptus megacornuta C.A.Gardner,Warted Yate,,Tree,Perennial,Dicot,NRCS;ALA
Eucalyptus melliodora A.Cunn. ex Schauer,Yellow Box,Thaila Maram (tam),Tree,Perennial,Dicot,NRCS;ALA
Eucalyptus moluccana Wall. ex Roxb.,Grey Box,,Tree,Perennial,Dicot,NRCS;ALA
Eucalyptus ovata Labill.,Swamp Gum,,Tree,Perennial,Dicot,NRCS;ALA
Eucalyptus pauciflora Sieber ex Spreng.,Snow Gum,Thaila Maram (tam),Tree,Perennial,Dicot,NRCS
Eucalyptus pilularis Sm.,Blackbutt,,Tree,Perennial,Dicot,NRCS
Eucalyptus piperita Sm.,Sydney Peppermint,Thaila Maram (tam),Tree,Perennial,Dicot,NRCS;ALA
Eucalyptus polyanthemos Schauer,Red Box,,Tree,Perennial,Dicot,NRCS
Eucalyptus racemosa Cav.,Snappy Gum,,Tree,Perennial,Dicot,FPI
Eucalyptus rummeryi Maiden,Steel Box,,Tree,Perennial,Dicot,FPI
Eucalyptus saligna Sm.,Sydney Blue Gum,Thaila Maram (tam),Tree,Perennial,Dicot,NRCS
Eucalyptus siderophloia Benth.,Northern Grey Ironbark,,Tree,Perennial,Dicot,NRCS;ALA
Eucalyptus staigeriana F.Muell. ex F.M.Bailey,Lemon-Scented Ironbark,Thaila Maram (tam),Tree,Perennial,Dicot,DG
Eucalyptus whitei Maiden & Blakely,White'S Ironbark,,Tree,Perennial,Dicot,FPI
Eucomis autumnalis (Mill.) Chitt.,Autumn Pineapple Flower,,Bulb,Perennial,Monocot,DG
Eucomis comosa (Houtt.) Wehrh., Pineapple Flower,,Bulb,Perennial,Monocot,DG
Eugenia uniflora L.,Surinam Cherry,Mulakunelli (mal),Shrub;Tree,Perennial,Dicot,TRY;NRCS
Euonymus japonicus Thunb.,"Japanese Spindle Tree, Japanese Euonymus, Japanese Spindle Bush",,Shrub;Tree,Perennial,Dicot,NRCS
Eupatorium cannabinum L.,Hemp-Agrimony,Langthrei (mni),Herb,Perennial,Dicot,TRY;NRCS
Eupatorium capillifolium (Lam.) Small ex Porter & Britton,Dogfennel,,Herb,Perennial,Dicot,TRY;NRCS
Euphorbia chamaesyce L.,Prostrate Spurge,,Herb,Annual;Perennial,Dicot,TRY;NRCS
Euphorbia cotinifolia L.,Caribbean Copper Plant,,Shrub;Tree,Perennial,Dicot,TRY;NRCS
Euphorbia cyathophora Murray,Painted Leaf Poinsettia,,Herb,Annual;Perennial,Dicot,TRY;NRCS
Euphorbia graminea Jacq.,Grassleaf Splurge,,Herb,Annual;Perennial,Dicot,TRY;NRCS
Euphorbia grandicornis Goebel ex N.E.Br.,Cow'S Horn,,Shrub,Perennial,Dicot,FPI
Euphorbia helioscopia L.,Sun Spurge,"Hirruseeah, Dudhya (hin)",Herb,Annual,Dicot,TRY;NRCS
Euphorbia heterophylla L.,Wild Poinsettia,"Bhedisoppu (kan); Dudhee, Maitulaa Jhaar (npi)",Herb,Annual;Perennial,Dicot,TRY;NRCS
Euphorbia hirta L.,Asthma Weed,"Bara dudhi (hin); Pakhang leiton, Pakhangba maton (mni); Dudhi (mar); Ammam Paccharisi (tam); Nelapalai (mal); Nanabalu (tel); Hachchedida, Kempu nene akki soppu (kan); Barokarni (ben); Dudurli (knn); Ankhle Jhaar (npi); Gakheerotee bon (asm); Zawhte-hlo (lus)",Herb,Annual,Dicot,TRY;NRCS
Euphorbia hispida Boiss.,Bristly Spurge,,Herb,Annual,Dicot,TRY;FOI
Euphorbia hypericifolia L.,Graceful Sandmat,,Herb,Annual,Dicot,NRCS
Euphorbia hyssopifolia L.,Hyssop Spurge,,Herb,Annual;Perennial,Dicot,TRY;NRCS
Euphorbia indica Lam.,,"Kuppi, kuppikhokhali (hin); Khorbaan (mni); Kupi (mar); koli-p-puntu, kuppai-meni (tam); kuppameni (mal); harita-manjari, kuppi (tel); Kuppi, Kuppi gida (kan); mukta jhuri, set-basanta (ben); vanchi kanto, Dadano (guj); harita manjari (san)",Herb,Annual,Dicot,TRY;FOI
Euphorbia lacei Craib,Wallace Spurge,"Tridhara (hin); Mandagalli (kan); Kallimullu (mal); Vajra-vriksa (san); Kattimantu, Palkalli (tam); Aavijamuku, Kattimandu (tel)",Shrub,Perennial,Dicot,FOI
Euphorbia marginata Pursh,Snow On The Mountain,,Herb,Annual,Dicot,NRCS
Euphorbia mauritanica L.,Pencil Milkbush,,Shrub,Perennial,Dicot,FOI
Euphorbia peplus L.,Radium Weed,,Herb,Annual,Dicot,TRY;NRCS
Euphorbia prostrata Aiton,Prostrate Sandmat,Rongoalathi (ori),Herb,Annual;Perennial,Dicot,TRY;NRCS
Euphorbia pulcherrima Willd. ex Klotzsch,Poinsettia,Mana angangbi (mni),Shrub;Tree,Perennial,Dicot,TRY;NRCS
Euphorbia serpens Kunth,Matted Sandmat,"Dudhia phool, Swetkerui (ben); Dudhi (hin)",Herb,Annual;Perennial,Dicot,NRCS
Euphorbia thymifolia L.,Gulf Sandmat,"Chhota-dudhi, duddhi (hin); dhakti dudhi, lahan dudhi (mar); cirramman-pac-carici (tam); nilappaala (mal); nanapala, eddi-vari-nana-bralu (tel); bili chitraphala, kempu nene hakki (kan); dudiya (ben); dudhuni (knn); dugdhika, gorakshadugdhi, laghudugdhika, nagarjuni, raktabinducchada (san)",Herb,Annual,Dicot,TRY;NRCS
Euphorbia tirucalli L.,Indian Tree Spurge,"Sehud, Konpal sehud (hin); Kolu galli, Korkalli gida, Bottukalli gida (kan); Thirukkalli (tam); Kharseju, Jadengachha, Hadabonga, Dangulisiju (ori); Chemudu, Kadajamudu, Tirukalli (tel); Guda, Katerumakkali, Kolkalli, Kodikalli, Pasam, Thirukkalli (mal)",Tree,Perennial,Dicot,TRY;NRCS
Euphorbia tithymaloides L.,Devil'S Backbone,Kannadikalli (tam),Herb,Perennial,Dicot,TRY;FOI
Euphorbia umbellata (Pax) Bruyns,African Milk Bush,Shend (mar),Shrub,Perennial,Dicot,TRY;FOI
Euryops pectinatus (L.) Cass.,Grey-Leaved Euryops,,Shrub,Perennial,Dicot,DG
Euterpe edulis Mart.,"Assai Palm, Jucara Palm, Palmetto",,Palm,Perennial,Monocot,DG
Evolvulus glomeratus Nees & C.Mart.,Dwarf Morning Glory,,Herb,Perennial,Dicot,NRCS
Evolvulus nummularius (L.) L.,Roundleaf Bindweed,"Nimulwel (mar); Akhuparni, Musakarni (san); Chhatbatiza (npi)",Herb;Shrub,Perennial,Dicot,TRY;NRCS
Fagonia bruguieri DC.,,,Herb,Perennial,Dicot,TRY
Fagopyrum esculentum Moench,Buckwheat,"Doron, Phapar (asm); Kotu, Kuktu, Phaphra (hin); Kaadu godhi (mal); Wakha Yendem (mar); Phapar (npi)",Herb,Annual,Dicot,NRCS
Fagus sylvatica L.,Common Beech,,Tree,Perennial,Dicot,NRCS
Falcataria moluccana (Miq.) Barneby & J.W.Grimes,Batai Wood,Kattamaram (mal),Tree,Perennial,Dicot,NRCS
Farfugium japonicum (L.) Kitam.,Leopard Plant,,Herb,Perennial,Dicot,DG
Farsetia heliophila Bunge ex Coss.,,,Herb,Perennial,Dicot,IBP
Felicia amelloides (L.) Voss,"Blue Daisy, Blue Marguerite",,Shrub,Annual;Perennial,Dicot,NRCS;IBP
Felicia heterophylla (Cass.) Grau,Cape Aster,,Shrub,Annual,Dicot,DG
Fernandoa adenophylla (Wall. ex G.Don) Steenis,Katsagon,Marodphali (hin); Zihhaw (lus),Tree,Perennial,Dicot,FOI
Ficus auriculata Lour., Moreton Bay Fig,,Tree,Perennial,Dicot,NRCS
Ficus carica L.,Anjeer,"Anjeer (hin); Anjeer (mar); Simaiyatti (tam); Anjura, Seeme atthi (kan); Anjir (knn); Anjeer (urd); Anjeer, Bhote Daakh, Nebhaaro (npi) ",Shrub;Tree,Perennial,Dicot,TRY;NRCS
Ficus palmata Forssk.,Punjab Fig,"Angiri, Bedu, Khemri (hin); Manjimedi, Atti, Medi (tel)",Shrub;Tree,Perennial,Dicot,NRCS
Ficus pumila L.,Climbing Fig,Lata dimaru (asm); lata bata (ben); chipkali bel (hin); onntii kambali (knn); mathilppati (mal); vaghnakhi (mar),Herb;Vine,Perennial,Dicot,TRY;NRCS
Ficus racemosa L.,Goolar; Cluster Fig,"Goolar (hin); Heibong (mni); Paidi (tel); Udumbara (san); Umber (mar); Atti (mal); Atti (tam); Atti, Rumadi (kan); Dimri (ori); Gular, Dumri (npi); Theichek (lus)",Tree,Perennial,Dicot,TRY;NRCS;FOI
Fimbristylis cymosa R.Br.,Tropical Fimbry,,Graminoid,Perennial,Monocot,NRCS
Fimbristylis littoralis Gaudich.,Lesser Fimbry,,Graminoid,Annual,Monocot,TRY;NRCS
Flaveria australasica Hook.,Yellow Twin-Stem,,Herb,Annual,Dicot,TRY;FPI
Flaveria bidentis (L.) Kuntze,Coastal Plain Yellowtops,,Herb,Annual,Dicot,NRCS
Flaveria trinervia (Spreng.) C.Mohr,Clustered Yellowtops,,Herb,Annual,Dicot,TRY;NRCS
Fragaria vesca L.,Wild Strawberry.,,Herb,Perennial,Dicot,TRY;NRCS
Freesia refracta (Jacq.) Klatt,Common Freesia,,Herb,Perennial,Monocot,NRCS
Fuchsia boliviana Carrière,Bolivian Fuchsia,,Shrub;Tree,Perennial,Dicot,TRY;NRCS
Fuchsia fulgens Moc. & Sessé ex DC.,Brilliant Fuchsia,,Shrub,Perennial,Dicot,DG
Fuchsia magellanica Lam.,Hummingbird Fuchsia,,Shrub;Vine,Perennial,Dicot,TRY;NRCS
Fuchsia paniculata Lindl.,Shrubby Fuchsia,,Shrub;Tree,Perennial,Dicot,NRCS
Fuchsia regia (Vand. ex Vell.) Munz,Lady'S Eardrops,,Vine,Perennial,Dicot,DG
Fumaria indica (Hausskn.) Pugsley,Indian Fumitory,"Papara, Pit papra (hin); Parpatakam (mal); Dhukure (npi); Parpata, Parpatakah (san); Chatarashi (tel); Dhukure, Koire Kuro, Shampu Phool (npi)",Herb,Annual,Dicot,FOI
Fumaria officinalis L.,Drug Fumitory,,Herb,Annual,Dicot,NRCS
Funtumia africana (Benth.) Stapf,,,Tree,Perennial,Dicot,NRCS;IBP
Furcraea foetida (L.) Haw.,Giant Cabuya,"Yanaikathaalai, Seemai Katthaalai (tam)",Herb,Perennial,Monocot,TRY;NRCS
Gaillardia aristata Pursh,Great Blanket Flower,,Herb,Perennial,Dicot,NRCS
Galinsoga parviflora Cav.,Quick Weed,Hameng shampakpi (mni); Mookuthi Poo (tam); Chitlange jhar (npi),Herb,Annual,Dicot,TRY;NRCS
Galinsoga quadriradiata Ruiz & Pav.,Hairy Quickweed,Jhuse Chitlange (npi),Herb,Annual,Dicot,TRY;NRCS
Galium palustre L.,Common Marshmallow Bedstraw,,Herb,Perennial,Dicot,TRY;NRCS
Garcinia madruno (Kunth) Hammel,"Bumpy Lemon, Madrono ",,Tree,Perennial,Dicot,FOI
Gardenia thunbergia Thunb.,Forest Gardenia,,Shrub;Tree,Perennial,Dicot,NRCS;http://pza.sanbi.org/gardenia-thunbergia;accessed on:31 May 2020
Gardenia volkensii K.Schum.,"Bushveld gardenia, Transvaal gardenia",,Shrub;Tree,Perennial,Dicot,NRCS;POWO
Gazania linearis (Thunb.) Druce, Treasure Flower,,Herb,Perennial,Dicot,NRCS
Genista canariensis L.,Canary Island Broom,,Shrub;Tree,Perennial,Dicot,NRCS
Genista monspessulana (L.) L.A.S.Johnson,Montpellier Broom,,Shrub,Perennial,Dicot,TRY;NRCS
Gentiana quadrifaria Blume,,,Herb,Annual,Dicot,FPI
Gisekia pharnaceoides L.,Sand Herbage,"Baluka-sag, Balukar-sag, Morang, Sareli (hin); Atthari phala, Atthiri phala Isakudhaari (kan); Valuchi-bhaji (mar); aluka, elavaluka, valuka (san); Kokilikkirai, Manal-kirai (tam); Balukasag, esakadantikurra, Isaka dantikura (tel)",Herb,Annual,Dicot,FOI
Gladiolus dalenii Van Geel,Sword Lily,,Herb,Perennial,Monocot,NRCS
Gladiolus undulatus L.,Wild gladiolus,,Herb,Perennial,Monocot,https://keyserver.lucidcentral.org/weeds/data/media/Html/gladiolus_undulatus.htm; ;accessed on: 31 May 2020
Glandularia aristigera (S.Moore) Tronc.,Mayne'S Pest,,Herb,Perennial,Dicot,FOI
Glandularia bipinnatifida (Schauer) Nutt.,Dakota Vervain,,Herb,Annual;Perennial,Dicot,NRCS
Glandularia laciniata (L.) Schnack & Covas,Mock Vervain,,Herb,Annual;Perennial,Dicot,http://www.gardenology.org/wiki/Glandularia_laciniata;accessed on: 31 May 2020
Glebionis coronaria (L.) Cass. ex Spach,Crown Daisy,"akurkurra, gulchini, guldaudi (hin); Hale (kan); akura kara, gavanashevathi, gulacheeni, gulesevathi (mar); chandra-mallika, chandramallika (san); kupotakacceti, kupotakam, mancalcamanti, mancamanti (tam); chamanthi (tel); gul seoti, gul-i-seoti (urd); Godaavari (npi); Chandramukhi (mni)",Herb,Annual,Dicot,FOI
Glebionis segetum (L.) Fourr.,Corn Marigold,,Herb,Annual,Dicot,NRCS
Gleditsia macracantha Desf.,Large Spined Honeylocust,,Tree,Perennial,Dicot,POWO
Glinus oppositifolius (L.) Aug.DC.,Jima,"Jima, Grishma-sundaraka, Ghima (hin); Pampantra, Thura poondu (tam); Chayuntarashi (tel); Chadarasi gida, Chandarasisoppu (kan); Phanija, Ushnasundara, Lonika (san); Bakkhate (lus)",Herb,Annual,Dicot,TRY;FOI
Gliricidia sepium (Jacq.) Walp.,Mexican Lilac,Seemai agathi (tam); Seema konna (mal); Madri (tel); Saranga (ben); Gobbarada mara (kan),Tree,Perennial,Dicot,TRY;NRCS
Gloriosa superba L.,Glory Lily,"Bachnag, kadyanag, kari hari, languli, ulatchandal (hin); Kal-lavi, indai, khadyanag, vaghachabaka (mar); Chenkantal, Kallappai kilangu (tam); Kithonni, Mendoni (mal); Agnisikha (tel); Agnisikhe, Shivashakti, Karadikanninagadde, Siva-raktaballi, Siva-saktiballi, Kozhikutuma/Kolikutuma (kan); Bishalanguli, Ulatchandal (ben); garbhhoghhatono, meheriaphulo, ognisikha, panjangulia (ori); Kanol, Kulhar (urd); Dudhio, Vacchonag (guj); Agnimukhi, Agnisikha, ailni, garbhaghatini, Kalikari, Langalika (san); Haritaali Phool, Kewaaraa, Langalee, Agnishikhaa (npi)",Herb;Vine,Perennial,Monocot,TRY;NRCS
Glossocardia bosvallia (L.f.) DC.,Patthar Suva,"Patthar-suva, seri (hin); parpataka, kallu suseege, parpaataka, ghattarasva (kan); phattar-suva, seri, patharasuva (mar); Charak, Parpata, Pithari, Renu (san); parapalanam (tam); parapalanam (tel)",Herb,Annual,Dicot,FOI
Gloxinia perennis (L.) Druce,Canterbury Bells,,Herb,Perennial,Dicot,NRCS
Gmelina asiatica L.,Asian Bushbeech,"Badhara (hin); Kalishivan (mar); Mulkumizh (tam);  Kumil, Mulkumizhu (mal); Kavavagummudu, Peddanelli, Gumadi (tel); Guludu, Shivane, Shivani, Shivanni (kan); Gombhari (ori); Badhara (urd); Vikarini, Gopabhadra (san)",Shrub,Perennial,Dicot,TRY;NRCS
Gnaphalium coarctatum Willd.,Elegant Cudweed,,Herb,Annual;Biennial,Dicot,TRY;NRCS
Gnaphalium pensylvanicum Willd.,Pennsylvania Cudweed,,Herb,Annual;Biennial,Dicot,TRY;NRCS
Gnaphalium polycaulon Pers.,Many-Stemmed Cudweed,Boki jhar (npi),Herb,Annual,Dicot,TRY;NRCS
Gnaphalium purpureum L.,Purple Cudweed,,Herb,Annual;Biennial,Dicot,TRY;NRCS
Gomphocarpus fruticosus (L.) W.T.Aiton,,,Herb,Perennial,Dicot,DG
Gomphocarpus physocarpus E.Mey.,Balloon Plant,,Herb,Perennial,Dicot,TRY;NRCS
Gomphrena celosioides Mart.,Cockscomb Gomphrena,"Nelarudrakshihu (kan); Nirvadamalli, Neervadamalli (mal); Nelarudrakshi-huvu (kan)",Herb,Annual;Perennial,Dicot,TRY;NRCS
Gomphrena globosa L.,Gomphrena,"Gul-e-makhmal (hin);  Petruklei (mni); Vadamalli (mal); Gul-e makhmal (urd); Supaaree Phool, Makhamalee Phool (npi); Chuailopar (lus)",Herb,Annual,Dicot,TRY;NRCS
Gomphrena serrata L.,Prostrate Gomphrena,Gabbu aaku (tel),Herb,Annual;Perennial,Dicot,TRY;NRCS
Goniocaulon indicum (Klein ex Willd.) Benth ex C.B.Clarke,Indian Cornflower,,Herb,Annual,Dicot,FOI
Gossypium stocksii Mast.,,,Shrub,Perennial,Dicot,FPI
Grangea maderaspatana (L.) Poir.,Madras Carpet,"Mustaru, Bhediachim (hin); Leibungou (mni); Mashipatri (mar); Masipathri (tam); Nilampala (mal); Mastaru (tel); Davana (kan); Namuti (ben); Jhinkimudi (guj); Makshi parna (npi)",Herb,Annual;Perennial,Dicot,TRY;FOI
Grevillea banksii R.Br.,Red Silky Oak,,Tree,Perennial,Dicot,NRCS
Grevillea bipinnatifida R.Br.,Fuchsia Grevillea,,Shrub,Perennial,Dicot,DG
Grevillea hilliana F.Muell.,White Silky Oak,,Tree,Perennial,Dicot,NRCS;FOI
Grevillea speciosa (Knight) McGill.,Red Spider Flower,,Shrub,Perennial,Dicot,ALA
Guizotia abyssinica (L.f.) Cass.,Ramtil,"Ramtil, Kalatil, Surguja, Jagni (hin); Karal, Kalitil, Rantil (mar); payellu, uchellu, kattel (tam); valesulu, vulisi, adavinvvulu (tel); Huchchellu, Gurellu Kaarellu, Kuraasaani, Ramtil, Korati (kan); Sorguja (ben); ramtila, alashi (ori); Jhuse til, Krishhna guru (knn); Sarguja (asm); Ramtil (guj); Jhuse Til , Kaalo Til, Krishna Jiraak (npi)",Herb,Annual,Dicot,TRY;NRCS
Gustavia gracillima Miers,Narrow-Leaved Gustavia,,Tree,Perennial,Dicot,DG
