Acc_Species_Name,Class,Order ,Family,Genus,Species,Authority,Invasion.Status,Source
Dysphania botrys (L.) Mosyakin & Clemants,Magnoliopsida,Caryophyllales,Amaranthaceae,Dysphania,botrys,(L.) Mosyakin & Clemants,N,ILORA_Sp.Categorization.Metadata
Dysphania carinata (R.Br.) Mosyakin & Clemants,Magnoliopsida,Caryophyllales,Amaranthaceae,Dysphania,carinata,(R.Br.) Mosyakin & Clemants,CA,ILORA_Sp.Categorization.Metadata
Dysphania pumilio (R.Br.) Mosyakin & Clemants,Magnoliopsida,Caryophyllales,Amaranthaceae,Dysphania,pumilio,(R.Br.) Mosyakin & Clemants,CA,ILORA_Sp.Categorization.Metadata
Dyssodia tenuiloba (DC.) B.L.Rob.,Magnoliopsida,Asterales,Asteraceae,Dyssodia,tenuiloba,(DC.) B.L.Rob.,CA,ILORA_Sp.Categorization.Metadata
Echeveria elegans Rose,Magnoliopsida,Saxifragales,Crassulaceae,Echeveria,elegans,Rose,CA,ILORA_Sp.Categorization.Metadata
Echinochloa colona (L.) Link,Liliopsida,Poales,Poaceae,Echinochloa,colona,(L.) Link,In,ILORA_Sp.Categorization.Metadata
Echinochloa crus-galli (L.) P.Beauv.,Liliopsida,Poales,Poaceae,Echinochloa,crus-galli,(L.) P.Beauv.,CG,ILORA_Sp.Categorization.Metadata
Echinochloa crus-pavonis (Kunth) Schult.,Liliopsida,Poales,Poaceae,Echinochloa,crus-pavonis,(Kunth) Schult.,CG,ILORA_Sp.Categorization.Metadata
Echinopsis pachanoi (Britton & Rose) Friedrich & G.D.Rowley,Magnoliopsida,Caryophyllales,Cactaceae,Echinopsis,pachanoi,(Britton & Rose) Friedrich & G.D.Rowley,CA,ILORA_Sp.Categorization.Metadata
Echium vulgare L.,Magnoliopsida,Boraginales,Boraginaceae,Echium,vulgare,L.,CA,ILORA_Sp.Categorization.Metadata
Eclipta prostrata (L.) L.,Magnoliopsida,Asterales,Asteraceae,Eclipta,prostrata,(L.) L.,In,ILORA_Sp.Categorization.Metadata
Ehretia microphylla Lam.,Magnoliopsida,Boraginales,Boraginaceae,Ehretia,microphylla,Lam.,N,ILORA_Sp.Categorization.Metadata
Ehrharta erecta Lam.,Liliopsida,Poales,Poaceae,Ehrharta,erecta,Lam.,CA,ILORA_Sp.Categorization.Metadata
Eichhornia crassipes (Mart.) Solms,Liliopsida,Commelinales,Pontederiaceae,Eichhornia,crassipes,(Mart.) Solms,In,ILORA_Sp.Categorization.Metadata
Elaeagnus umbellata Thunb.,Magnoliopsida,Rosales,Elaeagnaceae,Elaeagnus,umbellata,Thunb.,N,ILORA_Sp.Categorization.Metadata
Elatine triandra Schkuhr,Magnoliopsida,Malphighiales,Elatinaceae,Elatine,triandra,Schkuhr,CG,ILORA_Sp.Categorization.Metadata
Eleocharis acicularis (L.) Roem. & Schult.,Liliopsida,Poales,Cyperaceae,Eleocharis,acicularis,(L.) Roem. & Schult.,CA,ILORA_Sp.Categorization.Metadata
Eleocharis atropurpurea (Retz.) J.Presl & C.Presl,Liliopsida,Poales,Cyperaceae,Eleocharis,atropurpurea,(Retz.) J.Presl & C.Presl,N,ILORA_Sp.Categorization.Metadata
Eleocharis parishii Britton,Liliopsida,Poales,Cyperaceae,Eleocharis,parishii,Britton,CA,ILORA_Sp.Categorization.Metadata
Eleocharis quinqueflora (Hartmann) O.Schwarz,Liliopsida,Poales,Cyperaceae,Eleocharis,quinqueflora,(Hartmann) O.Schwarz,N,ILORA_Sp.Categorization.Metadata
Elephantopus scaber L.,Magnoliopsida,Asterales,Asteraceae,Elephantopus,scaber,L.,N,ILORA_Sp.Categorization.Metadata
Eleutheranthera ruderalis (Sw.) Sch.Bip.,Magnoliopsida,Asterales,Asteraceae,Eleutheranthera,ruderalis,(Sw.) Sch.Bip.,Nt,ILORA_Sp.Categorization.Metadata
Eleutherine bulbosa (Mill.) Urb.,Liliopsida,Asparagales,Iridaceae,Eleutherine,bulbosa,(Mill.) Urb.,Nt,ILORA_Sp.Categorization.Metadata
Elodea canadensis Michx.,Liliopsida,Alismatales,Hydrocharitaceae,Elodea,canadensis,Michx.,Nt,ILORA_Sp.Categorization.Metadata
Emex australis Steinh.,Magnoliopsida,Caryophyllales,Polygonaceae,Emex,australis,Steinh.,CA,ILORA_Sp.Categorization.Metadata
Emex spinosa (L.) Campd.,Magnoliopsida,Caryophyllales,Polygonaceae,Emex,spinosa,(L.) Campd.,CA,ILORA_Sp.Categorization.Metadata
Emilia coccinea (Sims) G.Don,Magnoliopsida,Asterales,Asteraceae,Emilia,coccinea,(Sims) G.Don,CA,ILORA_Sp.Categorization.Metadata
Emilia fosbergii Nicolson,Magnoliopsida,Asterales,Asteraceae,Emilia,fosbergii,Nicolson,CA,ILORA_Sp.Categorization.Metadata
Emilia sonchifolia (L.) DC. ex DC.,Magnoliopsida,Asterales,Asteraceae,Emilia,sonchifolia,(L.) DC. ex DC.,N,ILORA_Sp.Categorization.Metadata
Enneapogon persicus Boiss.,Liliopsida,Poales,Poaceae,Enneapogon,persicus,Boiss.,N,ILORA_Sp.Categorization.Metadata
Ensete ventricosum (Welw.) Cheesman,Liliopsida,Zingiberales,Musaceae,Ensete,ventricosum,(Welw.) Cheesman,CA,ILORA_Sp.Categorization.Metadata
Epidendrum radicans Pav. ex Lindl.,Magnoliopsida,Asparagales,Orchidaceae,Epidendrum,radicans,Pav. ex Lindl.,CA,ILORA_Sp.Categorization.Metadata
Epiphyllum hookeri Haw.,Magnoliopsida,Caryophyllales,Cactaceae,Epiphyllum,hookeri,Haw.,CA,ILORA_Sp.Categorization.Metadata
Epiphyllum macropterum (Lem.) Britton & Rose,Magnoliopsida,Caryophyllales,Cactaceae,Epiphyllum,macropterum,(Lem.) Britton & Rose,CA,ILORA_Sp.Categorization.Metadata
Epiphyllum oxypetalum (DC.) Haw.,Magnoliopsida,Caryophyllales,Cactaceae,Epiphyllum,oxypetalum,(DC.) Haw.,CA,ILORA_Sp.Categorization.Metadata
Epipremnum pinnatum (L.) Engl.,Liliopsida,Alismatales,Araceae,Epipremnum,pinnatum,(L.) Engl.,N,ILORA_Sp.Categorization.Metadata
Episcia cupreata (Hook.) Hanst.,Magnoliopsida,Lamiales,Gesneriaceae,Episcia,cupreata,(Hook.) Hanst.,CA,ILORA_Sp.Categorization.Metadata
Episcia reptans Mart.,Magnoliopsida,Lamiales,Gesneriaceae,Episcia,reptans,Mart.,CA,ILORA_Sp.Categorization.Metadata
Eragrostis amabilis (L.) Wight & Arn.,Liliopsida,Poales,Poaceae,Eragrostis,amabilis,(L.) Wight & Arn.,N,ILORA_Sp.Categorization.Metadata
Eragrostis atrovirens (Desf.) Trin. ex Steud.,Liliopsida,Poales,Poaceae,Eragrostis,atrovirens,(Desf.) Trin. ex Steud.,N,ILORA_Sp.Categorization.Metadata
Eragrostis cilianensis (All.) Janch.,Liliopsida,Poales,Poaceae,Eragrostis,cilianensis,(All.) Janch.,N,ILORA_Sp.Categorization.Metadata
Eragrostis curvula (Schrad.) Nees,Liliopsida,Poales,Poaceae,Eragrostis,curvula,(Schrad.) Nees,CA,ILORA_Sp.Categorization.Metadata
Eragrostis papposa (Desf. ex Roem. & Schult.) Steud.,Liliopsida,Poales,Poaceae,Eragrostis,papposa,(Desf. ex Roem. & Schult.) Steud.,N,ILORA_Sp.Categorization.Metadata
Eragrostis pilosa (L.) P.Beauv.,Liliopsida,Poales,Poaceae,Eragrostis,pilosa,(L.) P.Beauv.,N,ILORA_Sp.Categorization.Metadata
Eragrostis superba Peyr.,Liliopsida,Poales,Poaceae,Eragrostis,superba,Peyr.,CA,ILORA_Sp.Categorization.Metadata
Eragrostis tef (Zucc.) Trotter,Liliopsida,Poales,Poaceae,Eragrostis,tef,(Zucc.) Trotter,CA,ILORA_Sp.Categorization.Metadata
Ercilla spicata (Vertero) Moq.,Magnoliopsida,Caryophyllales,Phytolaccaceae,Ercilla,spicata,(Vertero) Moq.,CA,ILORA_Sp.Categorization.Metadata
Erechtites valerianifolia (Link ex Wolf) Less. ex DC.,Magnoliopsida,Asterales,Asteraceae,Erechtites,valerianifolia,(Link ex Wolf) Less. ex DC.,Nt,ILORA_Sp.Categorization.Metadata
Eremochloa ophiuroides (Munro) Hack.,Liliopsida,Poales,Poaceae,Eremochloa,ophiuroides,(Munro) Hack.,CA,ILORA_Sp.Categorization.Metadata
Erica arborea L.,Magnoliopsida,Ericales,Ericaceae,Erica,arborea,L.,CA,ILORA_Sp.Categorization.Metadata
Erica caffra L.,Magnoliopsida,Ericales,Ericaceae,Erica,caffra,L.,CA,ILORA_Sp.Categorization.Metadata
Erigeron annuus (L.) Pers.,Magnoliopsida,Asterales,Asteraceae,Erigeron,annuus,(L.) Pers.,Nt,ILORA_Sp.Categorization.Metadata
Erigeron bonariensis L.,Magnoliopsida,Asterales,Asteraceae,Erigeron,bonariensis,L.,In,ILORA_Sp.Categorization.Metadata
Erigeron canadensis L.,Magnoliopsida,Asterales,Asteraceae,Erigeron,canadensis,L.,In,ILORA_Sp.Categorization.Metadata
Erigeron floribundus (Kunth) Sch.Bip.,Magnoliopsida,Asterales,Asteraceae,Erigeron,floribundus,(Kunth) Sch.Bip.,Nt,ILORA_Sp.Categorization.Metadata
Erigeron karvinskianus DC.,Magnoliopsida,Asterales,Asteraceae,Erigeron,karvinskianus,DC.,In,ILORA_Sp.Categorization.Metadata
Erigeron sublyratus Roxb. ex DC.,Magnoliopsida,Asterales,Asteraceae,Erigeron,sublyratus,Roxb. ex DC.,N,ILORA_Sp.Categorization.Metadata
Erigeron sumatrensis Retz.,Magnoliopsida,Asterales,Asteraceae,Erigeron,sumatrensis,Retz.,CA,ILORA_Sp.Categorization.Metadata
Eriocaulon cinereum R.Br.,Magnoliopsida,Poales,Eriocaulaceae,Eriocaulon,cinereum,R.Br.,N,ILORA_Sp.Categorization.Metadata
Eriochloa fatmensis (Hochst. & Steud.) Clayton,Liliopsida,Poales,Poaceae,Eriochloa,fatmensis,(Hochst. & Steud.) Clayton,Nt,ILORA_Sp.Categorization.Metadata
Erodium manescavi Coss.,Magnoliopsida,Geraniales,Geraniaceae,Erodium,manescavi,Coss.,CA,ILORA_Sp.Categorization.Metadata
Erodium moschatum (L.) L'Hér.,Magnoliopsida,Geraniales,Geraniaceae,Erodium,moschatum,(L.) L'Hér.,CA,ILORA_Sp.Categorization.Metadata
Erophila verna (L.) DC.,Magnoliopsida,Brassicales,Brassicaceae,Erophila,verna,(L.) DC.,N,ILORA_Sp.Categorization.Metadata
Eruca vesicaria (L.) Cav.,Magnoliopsida,Brassicales,Brassicaceae,Eruca,vesicaria,(L.) Cav.,N,ILORA_Sp.Categorization.Metadata
Eryngium foetidum L.,Magnoliopsida,Apiales ,Apiaceae,Eryngium,foetidum,L.,CA,ILORA_Sp.Categorization.Metadata
Erythrina herbacea L.,Magnoliopsida,Fabales,Fabaceae,Erythrina,herbacea,L.,CA,ILORA_Sp.Categorization.Metadata
Escallonia bifida Link & Otto,Magnoliopsida,Escalloniales,Escalloniaceae,Escallonia,bifida,Link & Otto,CA,ILORA_Sp.Categorization.Metadata
Escallonia rubra (Ruiz & Pav.) Pers.,Magnoliopsida,Escalloniales,Escalloniaceae,Escallonia,rubra,(Ruiz & Pav.) Pers.,CA,ILORA_Sp.Categorization.Metadata
Eschscholzia californica Cham.,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia,californica,Cham.,CA,ILORA_Sp.Categorization.Metadata
Etlingera elatior (Jack) R.M.Sm.,Liliopsida,Zingiberales,Zingiberaceae,Etlingera,elatior,(Jack) R.M.Sm.,CA,ILORA_Sp.Categorization.Metadata
Eucalyptus alba Reinw. ex Blume,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,alba,Reinw. ex Blume,CA,ILORA_Sp.Categorization.Metadata
Eucalyptus ambigua A.Cunn. ex DC.,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,ambigua,A.Cunn. ex DC.,CA,ILORA_Sp.Categorization.Metadata
Eucalyptus amygdalina Labill.,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,amygdalina,Labill.,CA,ILORA_Sp.Categorization.Metadata
Eucalyptus baxteri (Benth.) J.M.Black,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,baxteri,(Benth.) J.M.Black,CA,ILORA_Sp.Categorization.Metadata
Eucalyptus blakelyi Maiden,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,blakelyi,Maiden,CA,ILORA_Sp.Categorization.Metadata
Eucalyptus bosistoana F.Muell.,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,bosistoana,F.Muell.,CA,ILORA_Sp.Categorization.Metadata
Eucalyptus bridgesiana F.Muell. ex R.T.Baker,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,bridgesiana,F.Muell. ex R.T.Baker,CA,ILORA_Sp.Categorization.Metadata
Eucalyptus camaldulensis Dehnh.,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,camaldulensis,Dehnh.,Nt,ILORA_Sp.Categorization.Metadata
Eucalyptus cephalocarpa Blakely,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,cephalocarpa,Blakely,CA,ILORA_Sp.Categorization.Metadata
Eucalyptus cladocalyx F.Muell.,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,cladocalyx,F.Muell.,CA,ILORA_Sp.Categorization.Metadata
Eucalyptus crebra F.Muell.,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,crebra,F.Muell.,CA,ILORA_Sp.Categorization.Metadata
Eucalyptus cypellocarpa L.A.S.Johnson,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,cypellocarpa,L.A.S.Johnson,CA,ILORA_Sp.Categorization.Metadata
Eucalyptus diversicolor F.Muell.,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,diversicolor,F.Muell.,CA,ILORA_Sp.Categorization.Metadata
Eucalyptus elata Dehnh.,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,elata,Dehnh.,CA,ILORA_Sp.Categorization.Metadata
Eucalyptus eugenioides Sieber ex Spreng.,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,eugenioides,Sieber ex Spreng.,CA,ILORA_Sp.Categorization.Metadata
Eucalyptus globulus Labill.,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,globulus,Labill.,Nt,ILORA_Sp.Categorization.Metadata
Eucalyptus leucoxylon F.Muell.,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,leucoxylon,F.Muell.,CA,ILORA_Sp.Categorization.Metadata
Eucalyptus macarthurii H.Deane & Maiden,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,macarthurii,H.Deane & Maiden,CA,ILORA_Sp.Categorization.Metadata
Eucalyptus megacornuta C.A.Gardner,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,megacornuta,C.A.Gardner,CA,ILORA_Sp.Categorization.Metadata
Eucalyptus melliodora A.Cunn. ex Schauer,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,melliodora,A.Cunn. ex Schauer,CA,ILORA_Sp.Categorization.Metadata
Eucalyptus moluccana Wall. ex Roxb.,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,moluccana,Wall. ex Roxb.,CA,ILORA_Sp.Categorization.Metadata
Eucalyptus ovata Labill.,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,ovata,Labill.,CA,ILORA_Sp.Categorization.Metadata
Eucalyptus pauciflora Sieber ex Spreng.,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,pauciflora,Sieber ex Spreng.,CA,ILORA_Sp.Categorization.Metadata
Eucalyptus pilularis Sm.,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,pilularis,Sm.,CA,ILORA_Sp.Categorization.Metadata
Eucalyptus piperita Sm.,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,piperita,Sm.,CA,ILORA_Sp.Categorization.Metadata
Eucalyptus polyanthemos Schauer,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,polyanthemos,Schauer,CA,ILORA_Sp.Categorization.Metadata
Eucalyptus racemosa Cav.,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,racemosa,Cav.,CA,ILORA_Sp.Categorization.Metadata
Eucalyptus rummeryi Maiden,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,rummeryi,Maiden,CA,ILORA_Sp.Categorization.Metadata
Eucalyptus saligna Sm.,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,saligna,Sm.,CA,ILORA_Sp.Categorization.Metadata
Eucalyptus siderophloia Benth.,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,siderophloia,Benth.,CA,ILORA_Sp.Categorization.Metadata
Eucalyptus staigeriana F.Muell. ex F.M.Bailey,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,staigeriana,F.Muell. ex F.M.Bailey,CA,ILORA_Sp.Categorization.Metadata
Eucalyptus whitei Maiden & Blakely,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,whitei,Maiden & Blakely,CA,ILORA_Sp.Categorization.Metadata
Eucomis autumnalis (Mill.) Chitt.,Liliopsida,Asparagales,Asparagaceae,Eucomis,autumnalis,(Mill.) Chitt.,CA,ILORA_Sp.Categorization.Metadata
Eucomis comosa (Houtt.) Wehrh.,Liliopsida,Asparagales,Asparagaceae,Eucomis,comosa,(Houtt.) Wehrh.,CA,ILORA_Sp.Categorization.Metadata
Eugenia uniflora L.,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,uniflora,L.,In,ILORA_Sp.Categorization.Metadata
Euonymus japonicus Thunb.,Magnoliopsida,Celastrales,Celastraceae,Euonymus,japonicus,Thunb.,CA,ILORA_Sp.Categorization.Metadata
Eupatorium cannabinum L.,Magnoliopsida,Asterales,Asteraceae,Eupatorium,cannabinum,L.,Nt,ILORA_Sp.Categorization.Metadata
Eupatorium capillifolium (Lam.) Small ex Porter & Britton,Magnoliopsida,Asterales,Asteraceae,Eupatorium,capillifolium,(Lam.) Small ex Porter & Britton,Nt,ILORA_Sp.Categorization.Metadata
Euphorbia chamaesyce L.,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,chamaesyce,L.,Nt,ILORA_Sp.Categorization.Metadata
Euphorbia cotinifolia L.,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,cotinifolia,L.,CA,ILORA_Sp.Categorization.Metadata
Euphorbia cyathophora Murray,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,cyathophora,Murray,In,ILORA_Sp.Categorization.Metadata
Euphorbia graminea Jacq.,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,graminea,Jacq.,CA,ILORA_Sp.Categorization.Metadata
Euphorbia grandicornis Goebel ex N.E.Br.,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,grandicornis,Goebel ex N.E.Br.,CA,ILORA_Sp.Categorization.Metadata
Euphorbia helioscopia L.,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,helioscopia,L.,N,ILORA_Sp.Categorization.Metadata
Euphorbia heterophylla L.,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,heterophylla,L.,Nt,ILORA_Sp.Categorization.Metadata
Euphorbia hirta L.,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,hirta,L.,In,ILORA_Sp.Categorization.Metadata
Euphorbia hispida Boiss.,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,hispida,Boiss.,N,ILORA_Sp.Categorization.Metadata
Euphorbia hypericifolia L.,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,hypericifolia,L.,CA,ILORA_Sp.Categorization.Metadata
Euphorbia hyssopifolia L.,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,hyssopifolia,L.,In,ILORA_Sp.Categorization.Metadata
Euphorbia indica Lam.,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,indica,Lam.,N,ILORA_Sp.Categorization.Metadata
Euphorbia lacei Craib,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,lacei,Craib,CA,ILORA_Sp.Categorization.Metadata
Euphorbia marginata Pursh,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,marginata,Pursh,CA,ILORA_Sp.Categorization.Metadata
Euphorbia mauritanica L.,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,mauritanica,L.,CA,ILORA_Sp.Categorization.Metadata
Euphorbia peplus L.,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,peplus,L.,N,ILORA_Sp.Categorization.Metadata
Euphorbia prostrata Aiton,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,prostrata,Aiton,Nt,ILORA_Sp.Categorization.Metadata
Euphorbia pulcherrima Willd. ex Klotzsch,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,pulcherrima,Willd. ex Klotzsch,CA,ILORA_Sp.Categorization.Metadata
Euphorbia serpens Kunth,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,serpens,Kunth,CA,ILORA_Sp.Categorization.Metadata
Euphorbia thymifolia L.,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,thymifolia,L.,Nt,ILORA_Sp.Categorization.Metadata
Euphorbia tirucalli L.,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,tirucalli,L.,Nt,ILORA_Sp.Categorization.Metadata
Euphorbia tithymaloides L.,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,tithymaloides,L.,Nt,ILORA_Sp.Categorization.Metadata
Euphorbia umbellata (Pax) Bruyns,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,umbellata,(Pax) Bruyns,Nt,ILORA_Sp.Categorization.Metadata
Euryops pectinatus (L.) Cass.,Magnoliopsida,Asterales,Asteraceae,Euryops,pectinatus,(L.) Cass.,CA,ILORA_Sp.Categorization.Metadata
Euterpe edulis Mart.,Liliopsida,Arecales,Arecaceae,Euterpe,edulis,Mart.,CA,ILORA_Sp.Categorization.Metadata
Evolvulus glomeratus Nees & C.Mart.,Magnoliopsida,Solanales,Convolvulaceae,Evolvulus,glomeratus,Nees & C.Mart.,CA,ILORA_Sp.Categorization.Metadata
Evolvulus nummularius (L.) L.,Magnoliopsida,Solanales,Convolvulaceae,Evolvulus,nummularius,(L.) L.,In,ILORA_Sp.Categorization.Metadata
Fagonia bruguieri DC.,Magnoliopsida,Zygophyllales,Zygophyllaceae,Fagonia,bruguieri,DC.,N,ILORA_Sp.Categorization.Metadata
Fagopyrum esculentum Moench,Magnoliopsida,Caryophyllales,Polygonaceae,Fagopyrum,esculentum,Moench,CA,ILORA_Sp.Categorization.Metadata
Fagus sylvatica L.,Magnoliopsida,Fabales,Fagaceae,Fagus,sylvatica,L.,CA,ILORA_Sp.Categorization.Metadata
Falcataria moluccana (Miq.) Barneby & J.W.Grimes,Magnoliopsida,Fabales,Fabaceae,Falcataria,moluccana,(Miq.) Barneby & J.W.Grimes,CA,ILORA_Sp.Categorization.Metadata
Farfugium japonicum (L.) Kitam.,Magnoliopsida,Asterales,Asteraceae,Farfugium,japonicum,(L.) Kitam.,CA,ILORA_Sp.Categorization.Metadata
Farsetia heliophila Bunge ex Coss.,Magnoliopsida,Brassicales,Brassicaceae,Farsetia,heliophila,Bunge ex Coss.,Nt,ILORA_Sp.Categorization.Metadata
Felicia amelloides (L.) Voss,Magnoliopsida,Asterales,Asteraceae,Felicia,amelloides,(L.) Voss,CA,ILORA_Sp.Categorization.Metadata
Felicia heterophylla (Cass.) Grau,Magnoliopsida,Asterales,Asteraceae,Felicia,heterophylla,(Cass.) Grau,CA,ILORA_Sp.Categorization.Metadata
Fernandoa adenophylla (Wall. ex G.Don) Steenis,Magnoliopsida,Lamiales,Bignoniaceae,Fernandoa,adenophylla,(Wall. ex G.Don) Steenis,N,ILORA_Sp.Categorization.Metadata
Ficus auriculata Lour.,Magnoliopsida,Rosales,Moraceae,Ficus,auriculata,Lour.,N,ILORA_Sp.Categorization.Metadata
Ficus carica L.,Magnoliopsida,Rosales,Moraceae,Ficus,carica,L.,Nt,ILORA_Sp.Categorization.Metadata
Ficus palmata Forssk.,Magnoliopsida,Rosales,Moraceae,Ficus,palmata,Forssk.,CA,ILORA_Sp.Categorization.Metadata
Ficus pumila L.,Magnoliopsida,Rosales,Moraceae,Ficus,pumila,L.,Nt,ILORA_Sp.Categorization.Metadata
Ficus racemosa L.,Magnoliopsida,Rosales,Moraceae,Ficus,racemosa,L.,N,ILORA_Sp.Categorization.Metadata
Fimbristylis cymosa R.Br.,Liliopsida,Poales,Cyperaceae,Fimbristylis,cymosa,R.Br.,N,ILORA_Sp.Categorization.Metadata
Fimbristylis littoralis Gaudich.,Liliopsida,Poales,Cyperaceae,Fimbristylis,littoralis,Gaudich.,N,ILORA_Sp.Categorization.Metadata
Flaveria australasica Hook.,Magnoliopsida,Asterales,Asteraceae,Flaveria,australasica,Hook.,Nt,ILORA_Sp.Categorization.Metadata
Flaveria bidentis (L.) Kuntze,Magnoliopsida,Asterales,Asteraceae,Flaveria,bidentis,(L.) Kuntze,CA,ILORA_Sp.Categorization.Metadata
Flaveria trinervia (Spreng.) C.Mohr,Magnoliopsida,Asterales,Asteraceae,Flaveria,trinervia,(Spreng.) C.Mohr,In,ILORA_Sp.Categorization.Metadata
Fragaria vesca L.,Magnoliopsida,Rosales,Rosaceae,Fragaria,vesca,L.,N,ILORA_Sp.Categorization.Metadata
Freesia refracta (Jacq.) Klatt,Liliopsida,Asparagales,Iridaceae,Freesia,refracta,(Jacq.) Klatt,CA,ILORA_Sp.Categorization.Metadata
Fuchsia boliviana Carrière,Magnoliopsida,Myrtales,Onagraceae,Fuchsia,boliviana,Carrière,CA,ILORA_Sp.Categorization.Metadata
Fuchsia fulgens Moc. & Sessé ex DC.,Magnoliopsida,Myrtales,Onagraceae,Fuchsia,fulgens,Moc. & Sessé ex DC.,CA,ILORA_Sp.Categorization.Metadata
Fuchsia magellanica Lam.,Magnoliopsida,Myrtales,Onagraceae,Fuchsia,magellanica,Lam.,CA,ILORA_Sp.Categorization.Metadata
Fuchsia paniculata Lindl.,Magnoliopsida,Myrtales,Onagraceae,Fuchsia,paniculata,Lindl.,CA,ILORA_Sp.Categorization.Metadata
Fuchsia regia (Vand. ex Vell.) Munz,Magnoliopsida,Myrtales,Onagraceae,Fuchsia,regia,(Vand. ex Vell.) Munz,CA,ILORA_Sp.Categorization.Metadata
Fumaria indica (Hausskn.) Pugsley,Magnoliopsida,Ranunculales,Papaveraceae,Fumaria,indica,(Hausskn.) Pugsley,N,ILORA_Sp.Categorization.Metadata
Fumaria officinalis L.,Magnoliopsida,Ranunculales,Papaveraceae,Fumaria,officinalis,L.,CA,ILORA_Sp.Categorization.Metadata
Funtumia africana (Benth.) Stapf,Magnoliopsida,Gentianales,Apocynaceae,Funtumia,africana,(Benth.) Stapf,CA,ILORA_Sp.Categorization.Metadata
Furcraea foetida (L.) Haw.,Liliopsida,Asparagales,Asparagaceae,Furcraea,foetida,(L.) Haw.,CA,ILORA_Sp.Categorization.Metadata
Gaillardia aristata Pursh,Magnoliopsida,Asterales,Asteraceae,Gaillardia,aristata,Pursh,CA,ILORA_Sp.Categorization.Metadata
Galinsoga parviflora Cav.,Magnoliopsida,Asterales,Asteraceae,Galinsoga,parviflora,Cav.,In,ILORA_Sp.Categorization.Metadata
Galinsoga quadriradiata Ruiz & Pav.,Magnoliopsida,Asterales,Asteraceae,Galinsoga,quadriradiata,Ruiz & Pav.,In,ILORA_Sp.Categorization.Metadata
